episode,reward,completion_rate,collisions,steps,epsilon
43.0,-15.640000000000027,0.0,3.0,100.0,0.8020760579717637
44.0,-9.64,0.0,0.0,100.0,0.798065677681905
45.0,-9.400000000000011,0.0,0.0,100.0,0.7940753492934954
46.0,-10.56000000000001,0.0,1.0,100.0,0.7901049725470279
47.0,-7.199999999999996,0.0,0.0,100.0,0.7861544476842928
48.0,-12.640000000000011,0.0,3.0,100.0,0.7822236754458713
49.0,-5.199999999999999,0.0,0.0,100.0,0.778312557068642
50.0,-8.320000000000002,0.0,0.0,100.0,0.7744209942832988
51.0,-7.599999999999993,0.0,0.0,100.0,0.7705488893118823
52.0,-9.480000000000004,0.0,0.0,100.0,0.7666961448653229
53.0,-9.680000000000007,0.0,0.0,100.0,0.7628626641409962
54.0,-7.559999999999993,0.0,0.0,100.0,0.7590483508202912
55.0,-9.52,0.0,0.0,100.0,0.7552531090661897
56.0,-9.640000000000006,0.0,1.0,100.0,0.7514768435208588
57.0,4.120000000000006,0.5,0.0,100.0,0.7477194593032545
58.0,-8.759999999999998,0.0,1.0,100.0,0.7439808620067382
59.0,-10.360000000000003,0.0,2.0,100.0,0.7402609576967045
60.0,-8.000000000000004,0.0,1.0,100.0,0.736559652908221
61.0,-7.999999999999994,0.0,0.0,100.0,0.7328768546436799
62.0,-8.639999999999999,0.0,1.0,100.0,0.7292124703704616
63.0,-7.999999999999997,0.0,0.0,100.0,0.7255664080186093
64.0,-11.480000000000004,0.0,2.0,100.0,0.7219385759785162
65.0,-14.680000000000033,0.0,5.0,100.0,0.7183288830986236
66.0,-6.319999999999996,0.0,0.0,100.0,0.7147372386831305
67.0,5.8400000000000025,0.5,0.0,100.0,0.7111635524897149
68.0,-7.599999999999994,0.0,0.0,100.0,0.7076077347272662
69.0,-7.439999999999997,0.0,1.0,100.0,0.7040696960536299
70.0,-5.999999999999994,0.0,0.0,100.0,0.7005493475733617
71.0,-6.279999999999993,0.0,0.0,100.0,0.697046600835495
72.0,3.6000000000000014,0.5,0.0,100.0,0.6935613678313175
73.0,-12.920000000000018,0.0,5.0,100.0,0.6900935609921609
74.0,-7.039999999999991,0.0,0.0,100.0,0.6866430931872001
75.0,-9.640000000000011,0.0,1.0,100.0,0.6832098777212641
76.0,0.6399999999999941,0.5,0.0,100.0,0.6797938283326578
77.0,-9.04,0.0,1.0,100.0,0.6763948591909945
78.0,-6.879999999999995,0.0,0.0,100.0,0.6730128848950395
79.0,-7.159999999999993,0.0,0.0,100.0,0.6696478204705644
80.0,-8.239999999999995,0.0,0.0,100.0,0.6662995813682115
81.0,-10.04,0.0,3.0,100.0,0.6629680834613705
82.0,-7.959999999999995,0.0,0.0,100.0,0.6596532430440636
83.0,4.560000000000004,0.5,0.0,100.0,0.6563549768288433
84.0,-6.519999999999995,0.0,0.0,100.0,0.653073201944699
85.0,-6.079999999999994,0.0,0.0,100.0,0.6498078359349755
86.0,1.520000000000006,0.5,2.0,100.0,0.6465587967553006
87.0,-8.359999999999998,0.0,0.0,100.0,0.6433260027715241
88.0,-6.7999999999999945,0.0,0.0,100.0,0.6401093727576664
89.0,-8.359999999999994,0.0,2.0,100.0,0.6369088258938781
90.0,-8.399999999999997,0.0,3.0,100.0,0.6337242817644086
91.0,2.2400000000000038,0.5,0.0,100.0,0.6305556603555866
92.0,-7.319999999999992,0.0,0.0,100.0,0.6274028820538087
93.0,-7.5199999999999925,0.0,1.0,100.0,0.6242658676435396
94.0,-6.799999999999995,0.0,0.0,100.0,0.6211445383053219
95.0,2.0400000000000027,0.5,0.0,100.0,0.6180388156137953
96.0,-2.44,0.0,0.0,100.0,0.6149486215357263
97.0,-4.359999999999999,0.0,0.0,100.0,0.6118738784280476
98.0,3.2000000000000046,0.5,0.0,100.0,0.6088145090359074
99.0,-7.7199999999999935,0.0,0.0,100.0,0.6057704364907278
100.0,4.840000000000004,0.5,0.0,100.0,0.6027415843082742
101.0,-5.399999999999998,0.0,0.0,100.0,0.5997278763867329
102.0,-8.88,0.0,0.0,100.0,0.5967292370047992
103.0,5.639999999999986,0.5,0.0,100.0,0.5937455908197752
104.0,5.160000000000004,0.5,0.0,100.0,0.5907768628656763
105.0,-6.599999999999995,0.0,0.0,100.0,0.5878229785513479
106.0,5.64,0.5,0.0,100.0,0.5848838636585911
107.0,3.879999999999999,0.5,0.0,100.0,0.5819594443402982
108.0,0.04000000000001053,0.5,3.0,100.0,0.5790496471185967
109.0,-4.3199999999999985,0.0,0.0,100.0,0.5761543988830038
110.0,-4.9199999999999955,0.0,0.0,100.0,0.5732736268885887
111.0,2.519999999999995,0.5,1.0,100.0,0.5704072587541458
112.0,2.7200000000000024,0.5,1.0,100.0,0.567555222460375
113.0,-6.8799999999999955,0.0,0.0,100.0,0.5647174463480732
114.0,2.839999999999992,0.5,0.0,100.0,0.5618938591163328
115.0,2.2800000000000074,0.5,2.0,100.0,0.5590843898207511
116.0,-3.24,0.0,0.0,100.0,0.5562889678716474
117.0,-6.079999999999987,0.0,1.0,100.0,0.5535075230322891
118.0,-4.8399999999999945,0.0,1.0,100.0,0.5507399854171277
119.0,-4.599999999999994,0.0,0.0,100.0,0.547986285490042
120.0,-13.880000000000017,0.0,7.0,100.0,0.5452463540625918
121.0,4.680000000000008,0.5,0.0,100.0,0.5425201222922789
122.0,4.84,0.5,0.0,100.0,0.5398075216808175
123.0,5.279999999999998,0.5,0.0,100.0,0.5371084840724134
124.0,3.199999999999981,0.5,0.0,100.0,0.5344229416520513
125.0,2.959999999999988,0.5,1.0,100.0,0.531750826943791
126.0,-6.559999999999993,0.0,1.0,100.0,0.5290920728090721
127.0,5.9600000000000035,0.5,0.0,100.0,0.5264466124450268
128.0,5.600000000000006,0.5,0.0,100.0,0.5238143793828016
129.0,-4.879999999999997,0.0,0.0,100.0,0.5211953074858876
130.0,5.280000000000004,0.5,0.0,100.0,0.5185893309484582
131.0,4.079999999999996,0.5,0.0,100.0,0.5159963842937159
132.0,-8.039999999999997,0.0,3.0,100.0,0.5134164023722473
133.0,3.0399999999999903,0.5,0.0,100.0,0.510849320360386
134.0,3.439999999999995,0.5,0.0,100.0,0.5082950737585841
135.0,-7.399999999999999,0.0,1.0,100.0,0.5057535983897912
136.0,3.639999999999998,0.5,0.0,100.0,0.5032248303978422
137.0,2.0799999999999894,0.5,0.0,100.0,0.500708706245853
138.0,5.0799999999999885,0.5,1.0,100.0,0.4982051627146237
139.0,6.159999999999999,0.5,0.0,100.0,0.49571413690105054
140.0,4.119999999999995,0.5,0.0,100.0,0.4932355662165453
141.0,2.399999999999989,0.5,0.0,100.0,0.4907693883854626
142.0,-3.9199999999999995,0.0,0.0,100.0,0.4883155414435353
143.0,3.6799999999999895,0.5,0.0,100.0,0.4858739637363176
144.0,1.4399999999999855,0.5,1.0,100.0,0.483444593917636
145.0,-11.800000000000018,0.0,5.0,100.0,0.4810273709480478
146.0,-6.599999999999994,0.0,0.0,100.0,0.47862223409330756
147.0,6.679999999999991,0.5,0.0,100.0,0.47622912292284103
148.0,-8.319999999999993,0.0,1.0,100.0,0.4738479773082268
149.0,2.7599999999999927,0.5,0.0,100.0,0.47147873742168567
150.0,-4.119999999999999,0.0,0.0,100.0,0.46912134373457726
151.0,5.119999999999978,0.5,0.0,100.0,0.46677573701590436
152.0,-9.720000000000011,0.0,2.0,100.0,0.46444185833082485
153.0,3.8800000000000012,0.5,0.0,100.0,0.46211964903917074
154.0,5.679999999999998,0.5,0.0,100.0,0.4598090507939749
155.0,3.2799999999999945,0.5,0.0,100.0,0.457510005540005
156.0,4.159999999999964,0.5,0.0,100.0,0.45522245551230495
157.0,4.720000000000007,0.5,0.0,100.0,0.4529463432347434
158.0,-7.399999999999997,0.0,2.0,100.0,0.4506816115185697
159.0,-10.240000000000029,0.0,4.0,100.0,0.4484282034609769
160.0,4.360000000000002,0.5,0.0,100.0,0.446186062443672
161.0,-5.959999999999992,0.0,0.0,100.0,0.4439551321314536
162.0,3.6399999999999855,0.5,0.0,100.0,0.4417353564707963
163.0,3.4799999999999702,0.5,0.0,100.0,0.43952667968844233
164.0,4.7999999999999705,0.5,0.0,100.0,0.43732904629000013
165.0,2.4000000000000012,0.5,0.0,100.0,0.4351424010585501
166.0,2.83999999999999,0.5,0.0,100.0,0.43296668905325736
167.0,5.119999999999993,0.5,0.0,100.0,0.43080185560799106
168.0,6.600000000000006,0.5,0.0,100.0,0.4286478463299511
169.0,-5.039999999999998,0.0,0.0,100.0,0.42650460709830135
170.0,2.4000000000000004,0.5,1.0,100.0,0.42437208406280985
171.0,-7.519999999999989,0.0,1.0,100.0,0.4222502236424958
172.0,5.519999999999984,0.5,0.0,100.0,0.42013897252428334
173.0,4.72,0.5,0.0,100.0,0.4180382776616619
174.0,-5.119999999999995,0.0,0.0,100.0,0.4159480862733536
175.0,4.319999999999985,0.5,0.0,100.0,0.41386834584198684
176.0,-4.279999999999998,0.0,0.0,100.0,0.4117990041127769
177.0,3.079999999999984,0.5,0.0,100.0,0.40974000909221303
178.0,4.4799999999999995,0.5,0.0,100.0,0.40769130904675194
179.0,3.2799999999999967,0.5,0.0,100.0,0.40565285250151817
180.0,4.319999999999973,0.5,0.0,100.0,0.4036245882390106
181.0,5.920000000000004,0.5,0.0,100.0,0.4016064652978155
182.0,5.039999999999992,0.5,0.0,100.0,0.3995984329713264
183.0,4.839999999999969,0.5,0.0,100.0,0.3976004408064698
184.0,6.719999999999982,0.5,0.0,100.0,0.39561243860243744
185.0,-7.919999999999992,0.0,2.0,100.0,0.3936343764094253
186.0,2.16,0.5,1.0,100.0,0.39166620452737816
187.0,1.3600000000000076,0.5,5.0,100.0,0.3897078735047413
188.0,2.5199999999999947,0.5,1.0,100.0,0.3877593341372176
189.0,2.599999999999986,0.5,0.0,100.0,0.3858205374665315
190.0,4.959999999999996,0.5,0.0,100.0,0.38389143477919885
191.0,4.119999999999972,0.5,0.0,100.0,0.3819719776053028
192.0,3.719999999999989,0.5,0.0,100.0,0.3800621177172763
193.0,-4.679999999999999,0.0,0.0,100.0,0.37816180712868996
194.0,5.559999999999987,0.5,0.0,100.0,0.37627099809304654
195.0,-4.519999999999998,0.0,0.0,100.0,0.3743896431025813
196.0,1.800000000000003,0.5,4.0,100.0,0.37251769488706843
197.0,4.879999999999973,0.5,0.0,100.0,0.3706551064126331
198.0,4.199999999999986,0.5,0.0,100.0,0.36880183088056995
199.0,5.279999999999968,0.5,0.0,100.0,0.3669578217261671
200.0,1.0000000000000053,0.5,4.0,100.0,0.36512303261753626
201.0,6.279999999999966,0.5,0.0,100.0,0.3632974174544486
202.0,5.679999999999979,0.5,0.0,100.0,0.3614809303671764
203.0,2.8799999999999826,0.5,2.0,100.0,0.3596735257153405
204.0,-3.24,0.0,0.0,100.0,0.3578751580867638
205.0,4.719999999999988,0.5,0.0,100.0,0.35608578229633
206.0,6.399999999999964,0.5,0.0,100.0,0.3543053533848483
207.0,-7.7999999999999945,0.0,0.0,100.0,0.35253382661792404
208.0,4.919999999999979,0.5,0.0,100.0,0.3507711574848344
209.0,6.239999999999999,0.5,0.0,100.0,0.34901730169741024
210.0,6.359999999999983,0.5,0.0,100.0,0.3472722151889232
211.0,-5.8399999999999865,0.0,3.0,100.0,0.3455358541129786
212.0,3.0399999999999925,0.5,0.0,100.0,0.3438081748424137
213.0,0.27999999999997177,0.5,5.0,100.0,0.3420891339682016
214.0,-2.5599999999999996,0.0,0.0,100.0,0.3403786882983606
215.0,-5.719999999999994,0.0,0.0,100.0,0.3386767948568688
216.0,3.11999999999999,0.5,0.0,100.0,0.33698341088258443
217.0,5.039999999999992,0.5,0.0,100.0,0.3352984938281715
218.0,6.279999999999973,0.5,0.0,100.0,0.33362200135903064
219.0,4.599999999999978,0.5,0.0,100.0,0.33195389135223546
220.0,4.039999999999991,0.5,0.0,100.0,0.3302941218954743
221.0,5.359999999999969,0.5,0.0,100.0,0.32864265128599696
222.0,2.7599999999999776,0.5,2.0,100.0,0.326999438029567
223.0,6.079999999999972,0.5,0.0,100.0,0.3253644408394192
224.0,5.279999999999963,0.5,0.0,100.0,0.3237376186352221
225.0,5.719999999999972,0.5,0.0,100.0,0.322118930542046
226.0,4.99999999999997,0.5,0.0,100.0,0.32050833588933575
227.0,4.999999999999963,0.5,0.0,100.0,0.31890579420988907
228.0,6.719999999999985,0.5,0.0,100.0,0.3173112652388396
229.0,3.239999999999989,0.5,0.0,100.0,0.3157247089126454
230.0,1.3600000000000023,0.5,4.0,100.0,0.3141460853680822
231.0,4.399999999999967,0.5,0.0,100.0,0.3125753549412418
232.0,1.8399999999999768,0.5,0.0,100.0,0.31101247816653554
233.0,-9.880000000000006,0.0,4.0,100.0,0.30945741577570285
234.0,-7.879999999999996,0.0,2.0,100.0,0.3079101286968243
235.0,5.039999999999991,0.5,0.0,100.0,0.3063705780533402
236.0,5.159999999999975,0.5,0.0,100.0,0.30483872516307353
237.0,5.999999999999977,0.5,0.0,100.0,0.3033145315372582
238.0,2.319999999999992,0.5,0.0,100.0,0.3017979588795719
239.0,4.719999999999965,0.5,0.0,100.0,0.30028896908517405
240.0,4.279999999999985,0.5,0.0,100.0,0.2987875242397482
241.0,6.759999999999972,0.5,0.0,100.0,0.29729358661854943
242.0,-0.6799999999999982,0.5,5.0,100.0,0.29580711868545667
243.0,5.559999999999984,0.5,1.0,100.0,0.2943280830920294
244.0,3.919999999999975,0.5,1.0,100.0,0.29285644267656924
245.0,4.239999999999962,0.5,0.0,100.0,0.2913921604631864
246.0,4.239999999999976,0.5,0.0,100.0,0.28993519966087045
247.0,-5.0799999999999965,0.0,0.0,100.0,0.2884855236625661
248.0,5.880000000000008,0.5,0.0,100.0,0.28704309604425327
249.0,4.400000000000009,0.5,1.0,100.0,0.285607880564032
250.0,6.759999999999996,0.5,0.0,100.0,0.28417984116121187
251.0,-5.999999999999994,0.0,0.0,100.0,0.2827589419554058
252.0,5.75999999999998,0.5,0.0,100.0,0.28134514724562876
253.0,6.519999999999984,0.5,0.0,100.0,0.2799384215094006
254.0,-7.719999999999994,0.0,4.0,100.0,0.27853872940185365
255.0,6.3600000000000065,0.5,2.0,100.0,0.27714603575484437
256.0,3.8799999999999892,0.5,1.0,100.0,0.2757603055760701
257.0,5.919999999999997,0.5,0.0,100.0,0.2743815040481898
258.0,4.399999999999979,0.5,0.0,100.0,0.2730095965279488
259.0,6.119999999999989,0.5,0.0,100.0,0.27164454854530906
260.0,-7.679999999999989,0.0,2.0,100.0,0.2702863258025825
261.0,5.08000000000001,0.5,3.0,100.0,0.2689348941735696
262.0,36.19999999999997,1.0,0.0,76.0,0.26759021970270175
263.0,4.679999999999977,0.5,0.0,100.0,0.2662522686041882
264.0,7.959999999999956,0.5,0.0,100.0,0.2649210072611673
265.0,5.48,0.5,1.0,100.0,0.26359640222486147
266.0,5.359999999999976,0.5,0.0,100.0,0.26227842021373715
267.0,6.919999999999969,0.5,0.0,100.0,0.2609670281126685
268.0,1.159999999999987,0.5,2.0,100.0,0.25966219297210513
269.0,-12.000000000000032,0.0,4.0,100.0,0.2583638820072446
270.0,6.999999999999999,0.5,1.0,100.0,0.2570720625972084
271.0,3.9999999999999742,0.5,0.0,100.0,0.25578670228422234
272.0,38.859999999999964,1.0,0.0,70.0,0.25450776877280124
273.0,5.319999999999967,0.5,0.0,100.0,0.2532352299289372
274.0,4.279999999999965,0.5,1.0,100.0,0.2519690537792925
275.0,37.95999999999995,1.0,0.0,88.0,0.2507092085103961
276.0,2.999999999999984,0.5,0.0,100.0,0.2494556624678441
277.0,5.079999999999972,0.5,0.0,100.0,0.24820838415550486
278.0,1.7199999999999918,0.5,0.0,100.0,0.24696734223472733
279.0,9.439999999999984,0.5,0.0,100.0,0.2457325055235537
280.0,6.199999999999967,0.5,0.0,100.0,0.24450384299593592
281.0,4.799999999999974,0.5,0.0,100.0,0.24328132378095624
282.0,5.720000000000009,0.5,2.0,100.0,0.24206491716205145
283.0,-7.319999999999994,0.0,3.0,100.0,0.2408545925762412
284.0,6.519999999999994,0.5,0.0,100.0,0.23965031961336
285.0,5.319999999999976,0.5,0.0,100.0,0.2384520680152932
286.0,3.0399999999999703,0.5,1.0,100.0,0.23725980767521673
287.0,5.199999999999975,0.5,0.0,100.0,0.23607350863684065
288.0,6.119999999999997,0.5,0.0,100.0,0.23489314109365644
289.0,5.239999999999972,0.5,0.0,100.0,0.23371867538818816
290.0,1.039999999999992,0.5,6.0,100.0,0.23255008201124722
291.0,6.679999999999975,0.5,1.0,100.0,0.231387331601191
292.0,35.85999999999998,1.0,1.0,94.0,0.23023039494318503
293.0,35.019999999999996,1.0,1.0,98.0,0.2290792429684691
294.0,35.42000000000001,1.0,3.0,82.0,0.22793384675362674
295.0,35.17999999999997,1.0,2.0,86.0,0.22679417751985861
296.0,4.43999999999997,0.5,0.0,100.0,0.22566020663225933
297.0,37.81999999999996,1.0,1.0,82.0,0.22453190559909803
298.0,4.079999999999974,0.5,0.0,100.0,0.22340924607110255
299.0,3.3599999999999794,0.5,0.0,100.0,0.22229219984074702
300.0,6.679999999999971,0.5,0.0,100.0,0.2211807388415433
301.0,41.699999999999974,1.0,0.0,54.0,0.22007483514733558
302.0,36.63999999999997,1.0,0.0,96.0,0.2189744609715989
303.0,8.039999999999969,0.5,0.0,100.0,0.2178795886667409
304.0,4.519999999999992,0.5,1.0,100.0,0.2167901907234072
305.0,-1.4400000000000213,0.5,5.0,100.0,0.21570623976979014
306.0,4.639999999999973,0.5,0.0,100.0,0.21462770857094118
307.0,5.479999999999971,0.5,1.0,100.0,0.21355457002808648
308.0,6.839999999999961,0.5,0.0,100.0,0.21248679717794605
309.0,35.83999999999997,1.0,1.0,92.0,0.21142436319205632
310.0,1.5599999999999663,0.5,4.0,100.0,0.21036724137609603
311.0,5.039999999999974,0.5,2.0,100.0,0.20931540516921554
312.0,39.44999999999996,1.0,0.0,67.0,0.20826882814336947
313.0,38.08999999999997,1.0,0.0,67.0,0.20722748400265262
314.0,5.9999999999999645,0.5,0.0,100.0,0.20619134658263935
315.0,1.8799999999999886,0.5,4.0,100.0,0.20516038984972615
316.0,39.94999999999996,1.0,0.0,65.0,0.2041345879004775
317.0,5.160000000000004,0.5,2.0,100.0,0.2031139149609751
318.0,6.359999999999976,0.5,0.0,100.0,0.20209834538617025
319.0,4.440000000000007,0.5,3.0,100.0,0.2010878536592394
320.0,5.799999999999977,0.5,2.0,100.0,0.2000824143909432
321.0,5.239999999999959,0.5,0.0,100.0,0.19908200231898848
322.0,4.359999999999976,0.5,0.0,100.0,0.19808659230739353
323.0,7.719999999999952,0.5,0.0,100.0,0.19709615934585656
324.0,8.079999999999977,0.5,0.0,100.0,0.19611067854912728
325.0,34.07999999999998,1.0,0.0,84.0,0.19513012515638165
326.0,41.71999999999998,1.0,0.0,44.0,0.19415447453059972
327.0,1.3599999999999812,0.5,3.0,100.0,0.19318370215794672
328.0,6.079999999999982,0.5,2.0,100.0,0.192217783647157
329.0,9.079999999999947,0.5,0.0,100.0,0.1912566947289212
330.0,38.48999999999998,1.0,0.0,67.0,0.1903004112552766
331.0,6.399999999999987,0.5,0.0,100.0,0.18934890919900021
332.0,40.389999999999986,1.0,1.0,57.0,0.18840216465300522
333.0,37.789999999999985,1.0,0.0,69.0,0.18746015382974018
334.0,3.000000000000004,0.5,3.0,100.0,0.1865228530605915
335.0,6.199999999999972,0.5,1.0,100.0,0.18559023879528855
336.0,37.269999999999975,1.0,0.0,97.0,0.1846622876013121
337.0,39.53999999999997,1.0,0.0,54.0,0.18373897616330553
338.0,6.319999999999963,0.5,0.0,100.0,0.182820281282489
339.0,5.440000000000004,0.5,2.0,100.0,0.18190617987607657
340.0,8.039999999999957,0.5,0.0,100.0,0.18099664897669618
341.0,-4.359999999999998,0.0,0.0,100.0,0.1800916657318127
342.0,5.67999999999997,0.5,1.0,100.0,0.17919120740315364
343.0,4.359999999999974,0.5,0.0,100.0,0.17829525136613786
344.0,6.799999999999955,0.5,0.0,100.0,0.17740377510930716
345.0,-5.6799999999999935,0.0,0.0,100.0,0.17651675623376062
346.0,33.40999999999997,1.0,2.0,95.0,0.1756341724525918
347.0,4.040000000000005,0.5,2.0,100.0,0.17475600159032884
348.0,5.879999999999972,0.5,0.0,100.0,0.17388222158237718
349.0,7.039999999999972,0.5,0.0,100.0,0.1730128104744653
350.0,37.639999999999944,1.0,1.0,100.0,0.17214774642209296
351.0,4.240000000000011,0.5,3.0,100.0,0.1712870076899825
352.0,-4.919999999999991,0.0,0.0,100.0,0.17043057265153258
353.0,40.96999999999996,1.0,0.0,67.0,0.16957841978827493
354.0,6.4399999999999595,0.5,0.0,100.0,0.16873052768933355
355.0,36.60999999999997,1.0,0.0,91.0,0.1678868750508869
356.0,6.399999999999963,0.5,0.0,100.0,0.16704744067563246
357.0,37.14999999999996,1.0,0.0,93.0,0.1662122034722543
358.0,3.7599999999999794,0.5,5.0,100.0,0.16538114245489302
359.0,39.8,1.0,0.0,64.0,0.16455423674261854
360.0,5.879999999999985,0.5,2.0,100.0,0.16373146555890544
361.0,4.679999999999977,0.5,0.0,100.0,0.16291280823111093
362.0,5.91999999999999,0.5,0.0,100.0,0.16209824418995536
363.0,3.9200000000000026,0.5,2.0,100.0,0.16128775296900558
364.0,4.199999999999971,0.5,0.0,100.0,0.16048131420416054
365.0,8.039999999999942,0.5,0.0,100.0,0.15967890763313974
366.0,7.759999999999957,0.5,0.0,100.0,0.15888051309497406
367.0,8.679999999999946,0.5,0.0,100.0,0.1580861105294992
368.0,7.559999999999948,0.5,0.0,100.0,0.1572956799768517
369.0,41.44,1.0,1.0,40.0,0.15650920157696743
370.0,2.7999999999999763,0.5,0.0,100.0,0.1557266555690826
371.0,37.949999999999974,1.0,0.0,85.0,0.1549480222912372
372.0,8.679999999999946,0.5,0.0,100.0,0.15417328217978102
373.0,4.199999999999971,0.5,0.0,100.0,0.1534024157688821
374.0,3.919999999999977,0.5,0.0,100.0,0.1526354036900377
375.0,40.89999999999999,1.0,0.0,62.0,0.1518722266715875
376.0,41.559999999999995,1.0,0.0,48.0,0.15111286553822956
377.0,4.080000000000006,0.5,1.0,100.0,0.15035730121053842
378.0,38.189999999999955,1.0,0.0,77.0,0.14960551470448571
379.0,3.7599999999999767,0.5,3.0,100.0,0.14885748713096328
380.0,5.479999999999975,0.5,0.0,100.0,0.14811319969530845
381.0,8.119999999999944,0.5,0.0,100.0,0.1473726336968319
382.0,6.039999999999972,0.5,0.0,100.0,0.14663577052834775
383.0,34.15999999999999,1.0,1.0,100.0,0.14590259167570602
384.0,40.269999999999996,1.0,0.0,61.0,0.1451730787173275
385.0,37.729999999999976,1.0,0.0,67.0,0.14444721332374086
386.0,4.359999999999985,0.5,3.0,100.0,0.14372497725712216
387.0,8.039999999999937,0.5,0.0,100.0,0.14300635237083656
388.0,5.799999999999977,0.5,0.0,100.0,0.14229132060898236
389.0,8.759999999999941,0.5,0.0,100.0,0.14157986400593744
390.0,7.039999999999951,0.5,0.0,100.0,0.14087196468590776
391.0,4.080000000000012,0.5,2.0,100.0,0.14016760486247823
392.0,-5.999999999999999,0.0,1.0,100.0,0.13946676683816583
393.0,6.199999999999969,0.5,0.0,100.0,0.138769433003975
394.0,5.399999999999975,0.5,0.0,100.0,0.13807558583895513
395.0,40.88999999999996,1.0,0.0,63.0,0.13738520790976036
396.0,5.719999999999969,0.5,2.0,100.0,0.13669828187021155
397.0,41.48999999999997,1.0,0.0,67.0,0.13601479046086049
398.0,8.11999999999995,0.5,0.0,100.0,0.1353347165085562
399.0,5.71999999999996,0.5,0.0,100.0,0.1346580429260134
400.0,40.02999999999998,1.0,0.0,69.0,0.13398475271138335
401.0,5.559999999999968,0.5,0.0,100.0,0.13331482894782642
402.0,2.0799999999999783,0.5,0.0,100.0,0.13264825480308728
403.0,36.29999999999998,1.0,0.0,86.0,0.13198501352907185
404.0,-10.76000000000001,0.0,3.0,100.0,0.1313250884614265
405.0,36.12,1.0,2.0,96.0,0.13066846301911936
406.0,7.959999999999959,0.5,0.0,100.0,0.13001512070402377
407.0,5.039999999999969,0.5,3.0,100.0,0.12936504510050365
408.0,5.839999999999968,0.5,0.0,100.0,0.12871821987500112
409.0,41.87999999999998,1.0,0.0,36.0,0.12807462877562611
410.0,41.42999999999998,1.0,0.0,45.0,0.12743425563174798
411.0,38.369999999999976,1.0,1.0,63.0,0.12679708435358925
412.0,8.04,0.5,1.0,100.0,0.1261630989318213
413.0,5.359999999999985,0.5,0.0,100.0,0.1255322834371622
414.0,7.519999999999967,0.5,0.0,100.0,0.12490462201997637
415.0,6.959999999999945,0.5,0.0,100.0,0.1242800989098765
416.0,6.959999999999954,0.5,0.0,100.0,0.12365869841532712
417.0,41.63999999999998,1.0,0.0,44.0,0.12304040492325048
418.0,7.399999999999981,0.5,1.0,100.0,0.12242520289863423
419.0,6.599999999999956,0.5,0.0,100.0,0.12181307688414106
